疖肿,1
小儿急性支气管炎,1
支气管分泌物增加,1
细菌感染,1
小儿流行性感冒,1
小儿发烧后身上起红点,1
小儿鼻塞,1
小儿急性喉炎,1
咽喉部充血,1
发炎,1
心音低钝,1
犬吠样咳嗽,1
矽肺,1
新生儿窒息,1
出生后“四凹征”,1
呼吸浅慢,1
呼吸抑制,1
新生儿抽搐,1
新生儿心力衰竭,1
小儿支原体肺炎,1
心包炎,1
厌食,1
新生儿肺不张,1
心悸,1
小儿感冒,1
扁桃体发炎,1
哮喘,1
肺过度充气,1
两肺弥漫或散在...,1
气管阻塞,1
痰饮,1
小儿哮喘,1
支气管平滑肌痉挛,1
说话时字词不能连续,1
气道高反应性,1
小儿肺炎,1
痰鸣音,1
新生儿呼吸暂停,1
呼吸减慢而不规则,1
先天性肺囊肿,1
休克型肺炎,1
腹痛伴休克,1
冷汗,1
脉搏细速,1
吸入性肺炎,1
代谢性酸中毒,1
腺病毒肺炎,1
弛张热,1
哮喘性肺嗜酸粒细胞浸润症,1
细菌性肺炎,1
柠檬色痰,1
新生儿湿肺,1
胸壁结核,1
脓肿,1
继发感染,1
骨质破坏,1
乙醚中毒,1
恶心与呕吐,1
瞳孔异常,1
口及咽部烧灼感,1
体温过低,1
周身出汗,1
淹溺,1
皮肤冷而苍白粘腻,1
口鼻血性分泌物,1
羊水与胎粪吸入综合征,1
羊水粪染,1
羊水中有胎粪,1
胎粪污染,1
呼吸急促,1
一氧化碳中毒,1
脑缺氧,1
疲乏,1
过度通气,1
阻塞性肺气肿,1
劳动后气急,1
支原体肺炎,1
支气管肺泡音,1
肺纹理增多,1
斑丘疹,1
支气管扩张,1
两下肺纹理增粗,1
湿罗音,1
月经推迟,1
支气管肺炎,1
变应性血管炎,1
小血管纤维性坏死,1
风团,1
复视,1
病毒性心肌炎,1
心尖搏动弥散,1
心跳过速,1
心脏左室舒张功能减退,1
心悸伴消瘦、腹泻,1
心排血量增多,1
窦房结病变,1
病态窦房结综合征,1
心动过缓,1
记忆力障碍,1
运动或情绪激动...,1
心悸伴乏力、面色苍白,1
胸痛伴胸闷、心悸,1
易激动,1
失眠,1
川崎病,1
指甲可见横沟纺,1
踝部及足背水肿,1
口唇皲裂,1
口唇潮红,1
脉搏加速,1
特征性趾端大片状脱皮,1
上肢水肿,1
穿透性心脏外伤,1
内出血,1
奇脉,1
心包内出血,1
心包破损伤,1
心肌缺血,1
心脏僵硬,1
窦性停搏,1
窦性停搏,1
黑蒙,1
单心房,1
杵状指（趾）,1
收缩期杂音,1
单纯性下肢静脉曲张,1
下肢发凉,1
下肢肿胀和乏力,1
下肢浅静脉曲张,1
下肢负重障碍,1
动脉硬化,1
动脉粥样硬化,1
脑干梗塞,1
脉压增宽,1
心脏排血受阻,1
血压高,1
下肢或周身软瘫,1
脑缺血,1
动脉导管未闭,1
毛细血管搏动,1
水冲脉,1
股动脉枪击音,1
升主动脉根部环状缩窄,1
连续机器样杂音,1
心血管造影见双球征,1
窦性心动过速,1
血流动力学障碍,1
一过性意识蒙眬,1
动脉瘤,1
静脉曲张,1
霍纳综合征,1
致死性上呼吸道出血,1
三叉神经分布区麻木感,1
下肢血压偏低,1
主动脉环扩张,1
“E”字征,1
动脉血氧饱和度降低,1
二尖瓣关闭不全,1
下肢水肿,1
心脏结构异常,1
房室管畸形,1
瓣膜增厚,1
二尖瓣返流,1
肝脏肿大,1
第一心音亢进,1
二尖瓣狭窄,1
卵圆孔闭合不全,1
心绞痛,1
心尖部第1心音亢进,1
叹气后舒服,1
粉红色泡沫痰,1
心包积液,1
心脏震颤,1
二尖瓣脱垂综合征,1
不典型胸痛,1
第三心音奔马律,1
二尖瓣脱垂,1
腱索断裂,1
紧张,1
二尖瓣环钙化,1
传导阻滞,1
肺性脑病,1
风湿性二尖瓣狭窄,1
舒张期震颤,1
风湿性二尖瓣关闭不全,1
起搏频率增高,1
心瓣膜穿孔,1
肥厚型梗阻性心肌病,1
内脏梗阻,1
心肌灰白而松弛,1
房室管畸形,1
心房内形成混合血,1
室间隔缺损,1
劳累后心悸,1
震颤,1
大动脉错位,1
心脏增大,1
动脉导管未闭,1
法洛四联症,1
收缩期震颤,1
心源性呼吸困难,1
紫绀和血缺氧,1
感染性赘生物,1
风湿热,1
不明原因发热,1
肺动脉口狭窄,1
颈静脉怒张,1
肥厚型心肌病,1
心慌,1
心窝部隐痛,1
房室传导阻滞,1
频发房性早搏,1
房室传导阻滞,1
一过性昏厥,1
代脉,1
猝死,1
肺动静脉瘘,1
动作样壁,1
高血压危象,1
头痛并呕吐,1
基底节出血,1
颈部搏动,1
心悸伴高血压,1
视乳头水肿,1
视力障碍,1
高血压,1
心脏主动脉瓣返流,1
重压感、紧箍感...,1
头晕目眩,1
神经性呕吐,1
眼花,1
冠状动脉终止异常,1
心脏杂音,1
左心室肥厚,1
冠状动脉异位起源,1
口唇苍白,1
侧支循环发育不充,1
感染性心内膜炎,1
心脏扩大,1
生长缓慢,1
冠心病,1
慢性房颤,1
后天性三尖瓣关闭不全,1
肝肿大,1
三尖瓣下移,1
下腹胀痛,1
后天性动静脉瘘,1
肢体局部的皮肤...,1
肌性肌无力,1
间歇性眼球突出症,1
眼压升高,1
眼球内陷,1
眼外转移,1
上睑下垂,1
急性心肌梗死,1
心肌坏死广泛,1
心房对心室收缩...,1
肌红蛋白偏高,1
手术时伤口不再出血,1
心肌细胞的浊肿,1
酒精性心肌病,1
酒精性心肌,1
共济失调,1
去首高血压,1
左心衰竭,1
冠状动脉痉挛,1
急性心功能不全,1
心源性晕厥,1
心力贮备减少,1
中心静脉压偏高,1
口唇青紫,1
急性感染性心内膜炎,1
心率过缓,1
衰弱,1
寒战,1
皮肤黏膜出血,1
急性心包炎,1
心包膜发炎,1
心包纤维增厚,1
肩部牵涉痛,1
收缩期和舒张期杂音,1
急性心力衰竭,1
四肢抽搐,1
呼吸暂停样现象,1
甲亢,1
甲状腺肿,1
甲状腺肿大,1
碘甲亢,1
突眼症,1
新陈代谢旺盛,1
甲状腺激素偏高,1
特别容易饿,1
甲状腺过氧化物...,1
扩张型心肌病,1
腹部不适,1
潮式呼吸,1
右心功能不全,1
交替脉,1
克山病,1
面色灰暗,1
上腹不适,1
雷诺病,1
皮肤青紫色改变,1
手背部皮肤发红肿胀,1
皮肤痛,1
指甲呈现青紫色,1
睡后手指出现麻...,1
手皮肤发紫,1
手指发绀或坏死,1
指甲床发绀,1
慢性肺源性心脏病,1
缺血性心肌病,1
心肌营养障碍,1
心肌梗死,1
肺栓塞,1
心肌顿抑,1
四肢血栓性浅静脉炎,1
肢体忽冷忽热，...,1
皮下结节,1
小腿下部色素沉...,1
皮肤色素加深,1
局部静脉压痛,1
血管搏动或波形的改变,1
三尖瓣下移畸形,1
触诊无肺动脉关闭感,1
主动脉和肺动脉影偏小,1
房间隔缺损,1
肺动脉狭窄,1
三尖瓣狭窄,1
三尖瓣狭窄,1
胃肠道淤血,1
三尖瓣关闭不全,1
心瓣膜病变,1
三尖瓣脱垂,1
心室肥大,1
胀痛,1
三尖瓣闭锁,1
蹲踞现象,1
肺血流量很多,1
三房心,1
隔膜孔道狭小,1
颈动脉体瘤,1
进行性颈部肿块,1
颈部粗,1
完全性肺静脉异位回流,1
静脉内持续性血流,1
完全性大动脉错位,1
血管畸形,1
休克,1
无尿,1
表情淡漠,1
口唇和甲床略带青紫,1
新生儿缺氧缺血性脑病,1
前囟饱满,1
肌张力降低,1
正弦胎心率,1
易激惹,1
新生儿硬肿症,1
肢端凉,1
硬肿症,1
硬化,1
血管瘤,1
拇、食、中三指...,1
弥漫性血管角化,1
肝淤血,1
吞咽障碍,1
先天性风疹,1
色素斑,1
血小板减少,1
角膜混浊,1
肝脾肿大,1
耳聋,1
心脏畸形,1
小眼球,1
血栓闭塞性脉管炎,1
皮肤干燥,1
皮肤湿冷,1
小腿溃疡,1
急性下肢缺血,1
肌肉萎缩,1
四肢麻木,1
下肢久立时出现...,1
下肢皮肤营养性改变,1
胸降主动脉动脉瘤,1
钝痛,1
胸主动脉夹层动脉瘤,1
剧烈疼痛,1
血管杂音,1
心包压塞,1
持续性胸部疼痛...,1
心脏神经官能症,1
神经失用,1
小指不明原因痛,1
不偏向一侧，无...,1
心内膜弹性纤维增生症,1
拒食,1
四肢湿冷,1
心绞痛,1
胸背痛,1
心脑供血不足,1
心肌梗塞并发心室间隔穿破,1
少尿,1
心肌梗塞并发二尖瓣关闭不全,1
心肌梗死,1
肢端发绀,1
心源性胸痛,1
上腹部疼痛,1
胸闷气短,1
胸骨后疼痛,1
心功能障碍,1
心包囊肿,1
心前区隐痛,1
心电图异常,1
小儿高血压,1
多尿,1
食欲下降,1
抽风,1
瘀斑,1
小儿充血性心力衰竭,1
舒张期奔马律,1
体重增加,1
心肌梗塞并发左心室室壁瘤,1
心肌肥厚,1
近迫性心肌梗塞,1
左心室腔容量增大,1
反向搏动,1
钙化,1
前胸压迫性疼痛,1
先天性主动脉缩窄,1
先天性主动脉弓畸形,1
创伤,1
梗噎,1
呼吸音粗糙,1
持续性咳嗽,1
气管受压,1
先天性主动脉瓣下狭窄,1
收缩早期喀喇音,1
先天性心脏传导,1
先天性主动脉瓣上狭窄,1
下颌后缩,1
智力发育迟缓,1
长段升主动脉发育不全,1
主动脉钙化,1
先天性动脉导管未闭,1
先天性动静脉瘘,1
下腰部疼痛,1
皮温降低,1
压迫瘘口试验,1
先天性二尖瓣畸形,1
抬举性搏动,1
心包积液,1
心肌病,1
心脏肥大,1
活动后气促,1
心律失常,1
无法数清每分钟...,1
面色青灰,1
饭后心跳加快,1
限制型心肌病,1
心房扑动与心房颤动,1
心悸伴心率异常,1
急性房颤,1
心慌气短,1
心室内传导阻滞,1
先天性主动脉瓣窦动脉瘤破裂,1
心包肿瘤,1
血性渗液,1
结节,1
脉压小,1
血管运动性鼻炎,1
息肉,1
变应性鼻炎,1
单侧鼻腔阻塞,1
过强反向性鼻炎,1
胸腔积液,1
胸膜摩擦音,1
胸水,1
强迫蹲位,1
突肤挺胸,1
心肌炎,1
工作倦怠,1
极速型心率,1
年轻女性心悸胸闷,1
心脏内粘液瘤,1
球蛋白异常,1
发作性眩晕,1
心室间隔缺损,1
羊水过多,1
便秘,1
产后出血,1
妊高征,1
胎盘早剥,1
胎位异常,1
羊水中回声增强增多,1
原发性下肢静脉瓣膜关闭不全,1
亚急性感染性心内膜炎,1
指或趾甲下裂片状出血,1
间歇热,1
菌血症,1
乙状窦血栓性静脉炎,1
颈部疼痛,1
精神萎靡,1
左心室双出口,1
左心发育不良,1
自发性血胸,1
低血容量休克,1
血胸,1
脉搏快而弱,1
主-肺动脉隔缺损,1
主动脉夹层,1
四肢血压脉搏不对称,1
主动脉瓣狭窄合并关闭不全,1
劳力性晕厥,1
卵圆窝未闭,1
心内膜弹力纤维增生,1
主动脉瓣膜部狭窄,1
肋膜腔积水,1
阵发性室上性心动过速,1
早搏,1
QRS波宽大畸形,1
心脏“偷停”感,1
心搏漏跳,1
主动脉瘤,1
血栓脱落,1
锁骨上的搏动性肿块,1
主动脉硬化,1
额区感觉减退,1
主动脉瓣狭窄,1
阵发性夜间呼吸困难,1
意识丧失,1
主动脉瓣关闭不全,1
不稳定性心绞痛,1
阵发性室性心动过速,1
室颤,1
中暑衰竭,1
虚脱,1
循环衰竭,1
神志不清,1
非感染性发热,1
热痉挛,1
热衰竭,1
阿米巴肝脓肿,1
粪便脓血,1
肝转移,1
低热消疲,1
肝部疼痛,1
氨基甲酸酯类农药中毒,1
阿米巴肠病,1
脓液为巧克力色...,1
毒血症,1
呈泡沫样有腥臭味稀便,1
肠出血,1
阿片类药物中毒,1
角弓反张,1
幻想失去时间和...,1
毒物致肝损害,1
柏-查综合征,1
肝静脉回流障碍,1
静脉血栓,1
腹水,1
黄疸,1
Brenneman综合征,1
右下腹痛,1
脐周疼痛,1
下腹部反跳痛,1
巴瑞特综合征,1
半乳糖血症,1
蛋白尿,1
先天性乳糖酶缺乏,1
低血糖症,1
半乳糖血症,1
先天性乳糖不耐受,1
乳糖耐受不良,1
β-氨基酸尿,1
暴发性肝功能衰竭,1
呃逆,1
肠麻痹,1
肠鸣音消失,1
持续发烧,1
鞭虫病,1
里急后重,1
痢疾,1
布卡综合症,1
肝功能衰竭,1
暴发性肝炎样综合征,1
肝细胞坏死,1
肝功能受损,1
进行性肝缩小,1
便秘,1
便鲜红血呈点滴...,1
大便干结呈算盘珠状,1
泻药性便秘,1
粪便量少,1
继发性便秘,1
便秘伴腹部包块,1
肠易激综合征,1
津亏血燥,1
大便习惯改变,1
吡唑酮类中毒,1
Barrett食管,1
便血,1
烧心,1
贲门失弛缓症,1
进食困难,1
钡中毒,1
口唇周围麻木感刺痛,1
肠痉挛,1
变形杆菌食物中毒,1
腹痛伴恶心、呕吐,1
脱水,1
蓖麻子中毒,1
蓖麻子便中常见...,1
铋中毒,1
对铋盐过敏,1
黑便,1
丙型病毒性肝炎,1
肝功检查胆红素...,1
肝脏病变弥漫,1
肝被膜紧张,1
肝大而硬,1
HBV与HCV...,1
肠病性肢皮炎综合征,1
舌炎,1
肠道菌群失调症,1
稀便,1
腹鸣,1
水样便,1
真菌感染,1
大便酸臭,1
肠扭转综合征,1
肠套叠,1
肠鸣,1
粪样呕吐物,1
粪便嵌塞,1
肠气肿综合征,1
肠囊性积气,1
囊肿,1
下腹疼痛,1
肠系膜淋巴结结核,1
腹部肿块,1
肠系膜上动脉压迫综合征,1
机械性压迫,1
粗制棉子油中毒,1
肠扭转,1
便秘伴剧烈腹痛,1
肠套叠,1
腹膜刺激征,1
急腹症,1
剧痛,1
肠道功能紊乱,1
血运障碍,1
肠间脓肿,1
腹膜炎,1
腹部压痛,1
残胃癌,1
粪便黑色并带有血液,1
胃纳减退,1
食欲较差,1
持续性疼痛,1
贫血貌,1
癌症晚期胃肠道症状,1
残窦综合征,1
胃酸过多,1
胃灼热,1
嗳气,1
肠易激综合征,1
粪便排出过程异常,1
黏液便,1
肠胀气,1
胀感,1
肚脐疼,1
肠梗阻,1
腹肌紧张,1
排气障碍,1
肠鸣音亢进,1
胃肠动力差,1
苍耳中毒,1
口吐白沫,1
肠道病毒所致各系统感染,1
斑疹,1
肠系膜上动脉栓塞,1
移动性浊音,1
肠道气囊肿症,1
肠壁坏死,1
吸收不良综合征,1
餐后血糖过低症,1
餐后血糖过低,1
出冷汗,1
颤抖,1
倾倒综合征,1
肠结核,1
肠外结核,1
回盲部结核,1
肠穿孔,1
不规则热,1
恶病质面容,1
肠系膜上静脉血栓形成,1
小肠扩张充气,1
大网膜扭转,1
板状腹,1
腹部有局部或广...,1
胆道运动功能障碍综合征,1
右上腹痛,1
四肢发冷,1
胆道运动功能障碍,1
胆道张力低下综合征,1
胆囊增大,1
胆囊的超敏反应,1
胆囊管综合征,1
胆绞痛,1
胆囊壁纤维化,1
胆囊体积缩小,1
胆石性肠绞塞综合征,1
胆囊触痛征,1
胆汁淤积性黄疸,1
皮肤有瘙痒抓痕,1
胡萝卜素血症,1
胸部瘙痒,1
胆道梗阻,1
皮肤搔痒,1
第五日综合征,1
蛋白丧失胃肠综合征,1
全身持续性水肿,1
低蛋白血症,1
胆囊-结肠肝曲粘连综合征,1
胆石症,1
胆囊积水,1
肝外胆管结石,1
胆管梗阻,1
色素性胆结石,1
胆囊积脓,1
胆汁排泄受阻,1
胆囊切除术后综合征,1
对多脂饮食不能耐受,1
大肠息肉,1
排便频率异常,1
皮肤粘膜色素斑,1
大肠黑变,1
多发性消化道息肉综合征,1
维生素缺乏,1
大肠梗阻,1
蛔虫性肠梗阻,1
停止排气,1
气过水声,1
胆汁性肝硬化,1
胆汁潴留,1
肝叶萎缩,1
胆结石,1
肝掌,1
碱性磷酸酶增高,1
门静脉血流郁滞,1
角膜色膜环,1
丁型病毒性肝炎,1
肝内HDAg仅...,1
食欲缺乏,1
胆汁返流性胃炎,1
中上腹痛,1
胆汁返流,1
胆管癌,1
发热伴关节肿痛,1
大肠类癌,1
腹泻与便秘交替,1
便血且血与粪便混合,1
毒蕈中毒,1
肝窦扩张,1
肝细胞索支架塌陷,1
敌鼠中毒,1
鼻衄,1
出血倾向,1
齿龈出血,1
大肠癌,1
粪柱变形变细,1
大便变细形似铅笔,1
大肠恶性淋巴瘤,1
Ehler-Danlos综合征,1
儿童胰腺功能不全并中性粒细胞减少症综合征,1
粒细胞减少,1
儿童腹痛,1
消化性溃疡,1
回盲瓣功能不全,1
放射性疼痛,1
情绪性腹痛,1
呃逆症,1
顽固性呃逆,1
胃部隐痛,1
排气多,1
非溃疡消化不良,1
分流性高胆红素血症综合征,1
粪类圆线虫病,1
恶息、多泡味的...,1
腹肌缺如综合征,1
腹肌严重发育不良,1
肾功能衰竭,1
先天性腹壁发育不全,1
腹绞痛综合征,1
腹膜后感染与脓肿,1
后腹膜纤维化,1
胁部肿胀,1
腹膜后间隙出血,1
腹膜后淋巴结炎,1
腹膜后腔液体渗病,1
腹膜后疝,1
急性肠扭转,1
腹膜间皮瘤,1
弥漫性腹部骨化,1
腹腔动脉压迫综合征,1
胃肠道症状,1
腹内压升高,1
腹型癫痫综合征,1
腹壁不自主轴动,1
绿视,1
腹型偏头痛综合征,1
偏头痛,1
儿童头痛,1
牵涉性头痛,1
单侧头痛,1
电击样痛或刺痛的头痛,1
腹主动脉血栓形成综合征,1
腹卒中综合征,1
Felty综合征,1
脾肿大,1
腹痛,1
粪便中查见虫卵...,1
剧烈运动后呕吐,1
经前期膝痛,1
进食后出现弥漫...,1
会阴瘘管或窦道形成,1
剧烈运动后头晕,1
产后腹痛,1
反酸,1
腹膜炎,1
弥漫性系膜硬化,1
弥漫性脐周疼痛,1
左腹屈曲,1
右腹痛,1
强迫仰卧位,1
腹泻,1
习惯性腹泻,1
肠道吸收水分增加,1
食指不明原因疼痛,1
反流性食管炎,1
心口灼热痛,1
食管痉挛,1
反胃,1
噎痛感,1
沙门氏菌属食物中毒,1
稽留热,1
全身皮肤及粘膜...,1
放射性肠炎,1
福尔马林中毒,1
发芽马铃薯中毒,1
副溶血性弧菌食物中毒,1
非寄生虫性肝囊肿,1
非酒精性脂肪性肝病,1
非霍乱弧菌感染,1
肛门闭锁,1
肛区为皮肤覆盖,1
易哭,1
儿童大便失禁,1
高锰酸钾中毒,1
皮肤或粘膜上附...,1
流涎,1
肌张力过高,1
肌肉纤维震颤,1
肝-甲状腺综合征,1
蜘蛛痣,1
肝纤维化,1
门体侧支循环,1
腹痛伴黄疸,1
上腹部肿块及腹胀,1
上腹部包块,1
肝纤维化,1
肝星状细胞增生,1
肝结节,1
肝肺综合症,1
仰卧呼吸,1
Gardner综合征,1
埋藏齿,1
结肠息肉,1
功能性呕吐,1
早孕反应重,1
进食异常,1
肝性脊髓病,1
纳差,1
上消化道出血,1
肝炎双重感染,1
肝功能异常,1
肝病容,1
肝病面容,1
肝炎后综合征,1
面容呈灰色,1
膈膨出和麻痹,1
麻痹,1
反复肺炎,1
肝性脑病,1
定向力障碍,1
昏睡,1
智能障碍,1
肝硬化,1
肝肾综合征,1
难治性腹水,1
水母头征,1
微循环障碍,1
肝脓肿,1
功能性消化不良,1
植物血凝素的淋...,1
气上_心,1
放屁过臭,1
唾液臭,1
钩虫病,1
痰检或可找到丝状蚴,1
点状出血,1
肝腺瘤,1
肝外胆管损伤,1
胆管断裂,1
肝损伤,1
脉氧合不足,1
肝细胞脂肪性变,1
肝囊肿,1
逐渐加重的右侧...,1
肝包虫囊肿,1
囊性肿块,1
膈下脓肿,1
膈下感染,1
肝血管瘤,1
凝血障碍,1
钩虫性十二指肠炎综合征,1
膈先天性缺损,1
膈疝,1
胸痛伴冷汗,1
上腹壁的中央线缺损,1
肛管、直肠、结肠狭窄,1
肛管狭窄,1
肛裂,1
直肠狭窄,1
肛乳头肥大,1
膈扑动,1
含亚硝酸盐类植物性食物中毒,1
化脓性汗腺炎,1
淋巴结疼痛,1
脓疱,1
脓性分泌物,1
皮肤油脂过多,1
回盲瓣综合征,1
右下腹压痛,1
活动盲肠综合征,1
横膈下结肠嵌入综合征,1
肩痛,1
背痛,1
黄疸,1
皮肤呈浅黄或深金黄色,1
皮肤呈黄绿或绿褐色,1
手掌呈黄色,1
黑色素斑-胃肠多发性息肉综合征,1
蛔虫病,1
蛔虫感染,1
突发性右上腹绞痛,1
霍乱样综合征,1
结、直肠黑变病,1
结肠黑变,1
结肠粪性穿孔,1
持续性下腹疼痛,1
结肠粪性穿孔,1
一侧性下腹剧烈疼痛,1
结肠憩室病,1
尿频,1
盆腔肿块,1
甲醇中毒,1
视神经乳头苍白,1
视神经萎缩,1
视野缺损,1
局部麻醉药中毒,1
阵挛,1
眼-头反射消失,1
肌张力减低,1
光反射消失,1
麻醉药中毒,1
结核性腹膜炎,1
腹部“柔韧感”体征,1
急性腹痛,1
肠粘连,1
急性胃扩张,1
急性胃扩张,1
胃移位,1
低血钾,1
震水音,1
